content,sentiment
cant believe weekend already time go nice day fam today mum good day,0
guybatty yesits beautiful im fortunate live thick itvery relaxing,1
took dog offleash park today overheated ran laid mud puddle splashed around amusing,1
httptwitpiccomjdkq got new belt sheriff star,1
tahninial nothing make last time checked jar curry sauce pepper inside disappointed,0
tonyarae rachierach getting dizzy going lower original raise please dont think less,0
ok happy star wars day everyone say may th,1
jb cute lmfao giggles,1
aha sadiemarie brothers wallpaper phone dolly sheep aha im loling,1
welcoming cimmarongirl im proud,1
miss,0
work head hurts little due neck hate sleep wrong,0
feeling today going boring work till,0
yomama go room first time weeks youre cleaning,0
going fold laundry hit sack boring saturday evenings,0
vampirefreak haha thanks,1
prettygrlannie cant im goin outta twn night sorrrryyy,0
yikes would great vips acts id enjoy seeing noooo,1
kellieann haha hi mum wow yes modern need get facebook account ps talk writing mattcaplin,1
found one coworkers actually like leaving,0
myke yooo myyyyye bust im sick tooo shoot long night tonight,0
heartbomb haha fave sanx character thats rirakkuma,1
fun nitei pleasantly surprised,1
girlwhoshould fun blatantly ignore advice,1
happy bunny,0
morning great day school go,1
listening musicfeeling kind,0
happy mothers day mom,1
melii thats true still sucks though cause quotlolol originalohshitquot yeah thanks,0
helloinsightful cereal doesnt come toys anymore jus thinkin buyin wrong kinds say aint mo,0
tadasauce good time,1
missxmarisa haha yeah think bit,1
barg posted gmod birthday didnt see,0
jtsui wish could sat thats super busy day sunday perhaps playing football dolores park youre welcome come hang,1
josieinthecity lol good men watch flicks wus sigh good flick far called quotbecause said soquot,1
pampian want know tried ask pkia still reply change status away,0
missom quotif paint fingernails green oh happens paint greenquot marvelous,1
sarahjacinta thanks,1
chriskalydo happy star wars day,1
tummy hurts go away cramps hate chuu,0
decide time something devil always counteract frustrating discouraging,0
misstaken go last night girls night fab everyone made effort dressing,1
jonathanrknight going soon hoping hear late nite humor,0
planted flovers school garden yr oldvery mucky great fun,1
diannemr like,1
didnt get job stuff magazine dammit would amazing oh well,0
geehall lol peek httpgeehallblogspotcom coming along nicely totally understand leaving set quiet,1
missottawa ur welcome sweet dreams,1
millionsbyname jareds wearing green shirt sparkly eyes yee hear asylm highly disorganized hang,1
watching f live near montmel im excited race,1
seems really quiet tonightam jealous clearly exciting life bed think,0
lovin clean shaven mr flowers looks young reminds im getting old,0
imjustlalayone damn girl im ya gotta let know get kit together amp got flyer next weekend iquotm,0
yatpundit oooh ok thought losing mizmind,1
sooo tired cubicle,0
tired n sickwhat fuck wrong w,0
ultramegaman ive never done friday digest today anomaly usually schedule fridays doesnt leave time,0
wrong button music biz building,0
got crush issue tomorrow friend going india whole summer im back sad,0
perfect sunday morning sun shining feel good time perfect breakfast,1
buenos dias mundo de twitter eating bfast watching quotsex firequot video b go work,1
cssglobe hahah labhr labba seems think similar ways,1
tncc sweet arent livin saturday night,1
beginning get way hard please friends,0
ordered cuuutest invitations new nieces christening arrived back sa sorry wont make,1
picture burn taylor swift great song,1
mateoonline im sure u cant w morrows shw happy mommys day,1
wait get home watch new moon trailer clip stupid work internet access restrictions,0
amp kelly share last name wouldnt sweet related theellenshow,1
pretty damn chipper today even weather rubbish excited things come xxx,0
shaktijs httptwitpiccomwkym looks yummyi haz smal pies pleess,1
good day house,0
im contacting paws philippines find quottigerquot new owner im sad love dog soo much,0
impaulgriffiths pauly wallly made life fucking happy hell love x reply back,1
punnie dont use heard powershell nice,1
dangercharlie youre welcome char glad liked cake pretty simple give try,0
httptwitpiccomw operation happy mom success,1
sln hahaha like dougie thats harsh happy replied,1
shellykramer ive fever past hours see im unshaven puffy face look pathetic,0
missin bro,0
willie pouting grandma didnt put treats food httpappsfacebookcomdogbookprofileview,0
dannywood lol good morning ran milles amp hit gym great day,1
baybeehdoll u miss lol,1
hope day nice sun upon us,1
lost internet raid os,0
mattvega mattvega sikeeeeim sick cough,0
sick happy th amanda,0
foretdemichelle dont need physical presence energy already,1
evening town jeremy sad carrie cant come,0
solangeknowles im proud solange,0
god im early hayley still asleep today party day im getting stuff ready x,1
taufiqz watched liked,1
mona aw headed cancelled trip aussie,0
morning darlin dahilster hope youre feelin tiptop httpblipfmzzs,1
dance gavin danceattack attacka skylit drive tonight im exciteddddd,1
blackout city never good,0
plans got ruined blackstone going carnival tomorrow weather good,0
bryonycatrin hey hey else twitter,1
ive got new frensfrm germanymexico n france havin dinner gather nite,1
skinnylaminx saw whole lot stuff africa joy casterbridge farm white river mpumalangawas quite thrilled see ur stuff,1
feels sick stomach idkk whyy,0
toxicsociopath awww well know youll back visiting xd hang constantly another heartbreaking goodbye,1
aaronstewart try drawer horizontal cabinets full nondigital fun sec amp finra make job joyful cant hire temps either,1
concert tonight chackin coming tomorrow,0
people mustaches get super powers mustaches fair,1
ouutside city talkin trey trey misssed,1
spacerbunny oh sucks thank god laptop,0
anthonys pretty wicked,1
got ill tomorrow ive got birthday,0
yay live demo rhodes loving euruko,1
days till birthday hope weathers good best good thursday friday otherwise il scream happy bday keiron,1
taking mum lunch mothers day,1
samanthuh miss yes im usually free pag dinner rarely day basta text text,1
costavidafred awwwwww sorry going miss,0
booo best friend leavin weekend ever without,0
beautiful morning mountains,1
im sleep deprived hot sleep,0
itsjakey love call chica,1
rafealanthem httpwwwcultureshockmagcom shoutz deejayschemes mix site gonna b nervvoouuss,0
arms hurt,0
going ikea roomie shop apartment ikea like top ten stores love,1
ryanseacrest coffee lifeline things good,1
rachaelphillips wow really pretty talented lady impressed,1
home alone one left gummy bears,0
us whos hearts break little time year know loved next week new week,1
xdjio ware se fast enough x xm ssd raid mhz iop hpt might try adaptec ghz,0
fotojen halgriffin hope guys fun cant wait yall back wilmy isnt without,1
watching favorite tv shows hulucom free,1
happiest girl world best weekend ever cant wait next weekend either grateful blessings,1
roscoe smooth sailin one tell song rap friends u failed,0
abbeymarie stick kiddyoull alright theres whole sketchy world waiting taken advantage,0
marissa heyy finally got one oh good luck finals today,0
peter amp gordon morning gt go pieces wanna hide go pieces almost die ever httpblipfmyk,1
actionchick yay love new ppl wooooo,1
hangin cool ass people httpshorttojp,1
jonathanrknight still direct message hell complaining ill c ya u dont answer ill ask,0
rvcreek ay buti pa kayo uy thank,1
solangeknowles freaking awesome solange happy mothers day wish mom like yousad blah best wishes,0
choir assembly bad fucking hot yay,1
elizapatricia saw fleetwood mac im insanely jealous dont enough money buy tickets think ill never see,1
didnt leave voicemail inlove,0
mrssprousex mee looks amazeeeeeee,1
wants go enjoy weather tired stuck bed,0
ugh dont know u even care nicole richie c missed tv last nite despite twitter jennortigoza,0
delicatelyreal looool ana vote ag ele yeleni taqaod,1
victorglenn saw pics awesome,1
cybersleeper awww man suck big time look way gives something look forward nice long ride,1
thing really demands lot time anyways gotta get breakfast watch narutos latest episode,1
alexarpd nice action shot httpbitlymzfx miss working pole dont see clients everyday lol,1
hilholla fun flashy fed hillim sure youre imported cheeto eating ass fit lol,1
btvsuprnatural ok thanx much u send answer private mail u like would sooo cool wish birmingham,0
sun shining great day,1
enjoying lazying around eating roses chocolates x,1
beautiful day outside today shame im stuck office blinds shut stop glare,0
missed math trade,0
nellclothing cancelled run favour staying wish monies pubulation tho,0
mad glee wont premiere till fall,0
seattlewillow well work leah might something embry,0
dublinsdave euro,0
mspixieriot suckswish could get cheaper youre montreal theres cool shop carries,0
paulacampbell happy mothers day paula,1
jboo hes wasnt today sadness,0
got subponea,1
back athens,1
going sleep gonna fall asleep playing apps tmrw going suck,0
finally got twitter lets hope make good use site,1
time mimis,1
heading farm dont want wanna stay talk boyfriend stupid mom making go gtlt,0
im sad missing opportunity valencias new video,0
jennywoo bbq chicken pizza last night although wasnt deep dish glad hear fun pr,1
went cd store search cd,0
guess relaxing dinner movie tonighti looking forward day work,0
put brats bed im chillin noodle,1
deanomarr italy greece love italian men hehe,1
new nick name arosh like like,0
playing ufc unleashed demo impressive game got apprentice lazy monday,1
time tscc,1
miss cary want drink chocolate milk,0
looking forward seeing paparoach raleigh fan years nb scalpers took tix sell morons,0
hates leaving teddy im miss boys damn,0
